,name,scores,texts
5381,767023765,5,This movie is one of the best on General Washington and the crossing of the Potomac!! A must for the history lover!
5382,767023765,5,Great
5383,767023765,5,The actors make the Revolutionary War come alive again. Henry Knox and George Washington are well played. Revolutionary War buffs will enjoy this movie. Make a trek up the Knox Trail to really bring this movie to life for you. Henry Knox Rox.
5384,767023765,5,"I had an old copy of"" The Crossing"" and had stopped showing it in my seventh grade classroom, but I decided to order the new copy and begin showing it again.  My students loved it, and so did I.  It was so much better than the older copy.  The students were much better able to understand the war, the character of George Washington. the crossing of the Delaware, and its importance in the
Revolutionary War."
5385,767023765,1,"The portrayal of Washington was so contrary to what we can know of the real man from his own personal writings and from that which was written of him by his contemporaries that watching it aroused in me anger and sadness.  I originally bought this movie in order to select a 30 minute clip of this relevant Christmastime topic to show to my chapter of the Daughters of the American Revolution.

The foul language made it undesirable from the beginning. But worse, was that the writer, director or actor must not have bothered researching the person of George Washington. He would not have taken the name of the Lord in vain and did not even allow his men to swear. He was known to have impeccable manners, yet this movie has him loudly belittling General Henry Knox, in front the troops, for being overweight! This was supposed to be the funny part of the movie, I suppose; making fun of a great American hero who, one year earlier, was responsible for the British evacuation of Boston after having captured 59 canon and mortars from Fort Ticonderoga and bringing them 300 miles in the worst of weather to General Washington.

Jeff Daniels played Washington with no personality whatsoever. He was expressionless throughout the movie! Impatient, rude, snide - yes. But void of positive character traits. Washington was made to look like an imbalanced, foolish man. In real life, no one would have put such a person in a position of  leadership or would have followed him. There was NOTHING admirable or endearing about Daniels' portrayal of this revered American founder.

The saddest part of all of this is that the Amazon star rating here shows that most Americans have not studied history enough to realize what was so grossly wrong with this movie"
5386,767023765,5,it was a very good movie. i usally watch civil war movie cause im a civil war reeanctor here in vermont.i give this 5 stars. for those who are civil war buffs there are many  videos that really are very detail to some battles . my advise is to get ken burns civil war . this is the only one that tells the history of our country. from 1861 to 1865 and up to  the assaonation of abe lincoln this is an out standing video. amazon may have this on
5387,767023765,4,"I loved this movie, but I would recommend only showing parts of it to children.  Overall this is a well-done movie that is interesting and did keep the attention of my American history students.  It does a wonderful job of portraying what really took place during the crossing of the Delaware and the Battle of Trenton.  The movie is more of a Hollywood action/drama style movie than a ""boring"" biography/non-fiction history movie. However, it does contain quite a bit of crude language, gratuitous violence (when they surprise the Hessians), and adult scenes.  If you are a teacher or parent and plan to show this to your children, you'll definitely need to watch it ahead of time and fast forward through a few of the scenes."
5388,767023765,5,Very prompt!  Got it just before I needed it.  I teach American History in Junior High and the action was great to hold their attention while they learned history!
5389,767023765,5,Again Thank you for all.  I will certainly go to Amazon for any future DVDs and the price was excellent.
5390,767023765,5,Jeff daniels did a superb job as he always does. I'm intrigued by what our forefathers fought through for us to gain the freedoms we now own.
5391,767023765,5,"I am sure there is a bunch of Hollywood in this, but if you think about conditions and all, it is a great movie and story, that all should see and understand."
5392,767023765,5,This is a great video to use as a teaching aid for homeschoolers to augment their other American history study lessons.
5393,767023765,4,"The only thing keeping me from giving this movie a 5 star rating is that the production was obviously on a limited budget. But true stories are the best stories, and the story of how dangerously close this nation came to losing the War for Independence is one that bears repeating. Our victory against the British was surely the result of Divine Intervention. There is a lot of great acting in this movie."
